label,taxon,superorder,order,family,genus,note
Schiffornis,PASSERIFORMES_Tityridae_Schiffornis_aenea,Australaves,PASSERIFORMES,Tityridae,Schiffornis,mono
Terenotriccus,PASSERIFORMES_Tityridae_Terenotriccus_erythrurus,Australaves,PASSERIFORMES,Tityridae,Terenotriccus,monotypic
Tityra,PASSERIFORMES_Tityridae_Tityra_cayana,Australaves,PASSERIFORMES,Tityridae,Tityra,mono
Xenopsaris,PASSERIFORMES_Tityridae_Xenopsaris_albinucha,Australaves,PASSERIFORMES,Tityridae,Xenopsaris,monotypic
Troglodytes,PASSERIFORMES_Troglodytidae_Troglodytes_troglodytes,Australaves,PASSERIFORMES,Troglodytidae,Troglodytes,monotypic
Catharus,PASSERIFORMES_Turdidae_Catharus_aurantiirostris,Australaves,PASSERIFORMES,Turdidae,Catharus,mono
Hylocichla,PASSERIFORMES_Turdidae_Hylocichla_mustelina,Australaves,PASSERIFORMES,Turdidae,Hylocichla,monotypic
Sialia,PASSERIFORMES_Turdidae_Sialia_sialis,Australaves,PASSERIFORMES,Turdidae,Sialia,monotypic
Turdus,PASSERIFORMES_Turdidae_Turdus_albicollis,Australaves,PASSERIFORMES,Turdidae,Turdus,mono
Agriornis,PASSERIFORMES_Tyrannidae_Agriornis_albicauda,Australaves,PASSERIFORMES,Tyrannidae,Agriornis,mono
Alectrurus,PASSERIFORMES_Tyrannidae_Alectrurus_risora,Australaves,PASSERIFORMES,Tyrannidae,Alectrurus,mono
Anairetes,PASSERIFORMES_Tyrannidae_Anairetes_alpinus,Australaves,PASSERIFORMES,Tyrannidae,Anairetes,mono
Aphanotriccus,PASSERIFORMES_Tyrannidae_Aphanotriccus_audax,Australaves,PASSERIFORMES,Tyrannidae,Aphanotriccus,mono
Arundinicola,PASSERIFORMES_Tyrannidae_Arundinicola_leucocephala,Australaves,PASSERIFORMES,Tyrannidae,Arundinicola,monotypic
Atalotriccus,PASSERIFORMES_Tyrannidae_Atalotriccus_pilaris,Australaves,PASSERIFORMES,Tyrannidae,Atalotriccus,monotypic
Attila,PASSERIFORMES_Tyrannidae_Attila_bolivianus,Australaves,PASSERIFORMES,Tyrannidae,Attila,mono
Calyptura,PASSERIFORMES_Tyrannidae_Calyptura_cristata,Australaves,PASSERIFORMES,Tyrannidae,Calyptura,monotypic
Camptostoma,PASSERIFORMES_Tyrannidae_Camptostoma_imberbe,Australaves,PASSERIFORMES,Tyrannidae,Camptostoma,mono
Capsiempis,PASSERIFORMES_Tyrannidae_Capsiempis_flaveola,Australaves,PASSERIFORMES,Tyrannidae,Capsiempis,monotypic
Casiornis,PASSERIFORMES_Tyrannidae_Casiornis_fuscus,Australaves,PASSERIFORMES,Tyrannidae,Casiornis,mono
Cnemarchus,PASSERIFORMES_Tyrannidae_Cnemarchus_erythropygius,Australaves,PASSERIFORMES,Tyrannidae,Cnemarchus,mono
Cnemotriccus,PASSERIFORMES_Tyrannidae_Cnemotriccus_fuscatus,Australaves,PASSERIFORMES,Tyrannidae,Cnemotriccus,monotypic
Cnipodectes,PASSERIFORMES_Tyrannidae_Cnipodectes_subbrunneus,Australaves,PASSERIFORMES,Tyrannidae,Cnipodectes,mono
Colonia,PASSERIFORMES_Tyrannidae_Colonia_colonus,Australaves,PASSERIFORMES,Tyrannidae,Colonia,monotypic
Colorhamphus,PASSERIFORMES_Tyrannidae_Colorhamphus_parvirostris,Australaves,PASSERIFORMES,Tyrannidae,Colorhamphus,monotypic
Conopias,PASSERIFORMES_Tyrannidae_Conopias_albovittatus,Australaves,PASSERIFORMES,Tyrannidae,Conopias,mono
Contopus,PASSERIFORMES_Tyrannidae_Contopus_albogularis,Australaves,PASSERIFORMES,Tyrannidae,Contopus,mono
Corythopis,PASSERIFORMES_Tyrannidae_Corythopis_delalandi,Australaves,PASSERIFORMES,Tyrannidae,Corythopis,mono
Culicivora,PASSERIFORMES_Tyrannidae_Culicivora_caudacuta,Australaves,PASSERIFORMES,Tyrannidae,Culicivora,monotypic
Elaenia,PASSERIFORMES_Tyrannidae_Elaenia_albiceps,Australaves,PASSERIFORMES,Tyrannidae,Elaenia,mono
Empidonax,PASSERIFORMES_Tyrannidae_Empidonax_affinis,Australaves,PASSERIFORMES,Tyrannidae,Empidonax,mono
Empidonomus,PASSERIFORMES_Tyrannidae_Empidonomus_varius,Australaves,PASSERIFORMES,Tyrannidae,Empidonomus,monotypic
Euscarthmus,PASSERIFORMES_Tyrannidae_Euscarthmus_meloryphus,Australaves,PASSERIFORMES,Tyrannidae,Euscarthmus,mono
Fluvicola,PASSERIFORMES_Tyrannidae_Fluvicola_albiventer,Australaves,PASSERIFORMES,Tyrannidae,Fluvicola,mono
Griseotyrannus,PASSERIFORMES_Tyrannidae_Griseotyrannus_aurantioatrocristatus,Australaves,PASSERIFORMES,Tyrannidae,Griseotyrannus,monotypic
Gubernetes,PASSERIFORMES_Tyrannidae_Gubernetes_yetapa,Australaves,PASSERIFORMES,Tyrannidae,Gubernetes,monotypic
Guyramemua,PASSERIFORMES_Tyrannidae_Guyramemua_affine,Australaves,PASSERIFORMES,Tyrannidae,Guyramemua,monotypic
Hemitriccus1,PASSERIFORMES_Tyrannidae_Hemitriccus_furcatus,Australaves,PASSERIFORMES,Tyrannidae,Hemitriccus,non-mono
Hemitriccus2,PASSERIFORMES_Tyrannidae_Hemitriccus_minimus,Australaves,PASSERIFORMES,Tyrannidae,Hemitriccus,non-mono
Hemitriccus3,PASSERIFORMES_Tyrannidae_Hemitriccus_minor,Australaves,PASSERIFORMES,Tyrannidae,Hemitriccus,non-mono
Hemitriccus4,PASSERIFORMES_Tyrannidae_Hemitriccus_rufigularis,Australaves,PASSERIFORMES,Tyrannidae,Hemitriccus,non-mono
Hemitriccus5,PASSERIFORMES_Tyrannidae_Hemitriccus_zosterops,Australaves,PASSERIFORMES,Tyrannidae,Hemitriccus,non-mono
Heteroxolmis,PASSERIFORMES_Tyrannidae_Heteroxolmis_dominicana,Australaves,PASSERIFORMES,Tyrannidae,Heteroxolmis,monotypic
Hirundinea,PASSERIFORMES_Tyrannidae_Hirundinea_ferruginea,Australaves,PASSERIFORMES,Tyrannidae,Hirundinea,monotypic
Hymenops,PASSERIFORMES_Tyrannidae_Hymenops_perspicillatus,Australaves,PASSERIFORMES,Tyrannidae,Hymenops,monotypic
Inezia,PASSERIFORMES_Tyrannidae_Inezia_caudata,Australaves,PASSERIFORMES,Tyrannidae,Inezia,mono
Knipolegus,PASSERIFORMES_Tyrannidae_Knipolegus_aterrimus,Australaves,PASSERIFORMES,Tyrannidae,Knipolegus,mono
Lathrotriccus,PASSERIFORMES_Tyrannidae_Lathrotriccus_euleri,Australaves,PASSERIFORMES,Tyrannidae,Lathrotriccus,mono
Legatus,PASSERIFORMES_Tyrannidae_Legatus_leucophaius,Australaves,PASSERIFORMES,Tyrannidae,Legatus,monotypic
Leptopogon,PASSERIFORMES_Tyrannidae_Leptopogon_amaurocephalus,Australaves,PASSERIFORMES,Tyrannidae,Leptopogon,mono
Lessonia,PASSERIFORMES_Tyrannidae_Lessonia_oreas,Australaves,PASSERIFORMES,Tyrannidae,Lessonia,mono
Lophotriccus1,PASSERIFORMES_Tyrannidae_Lophotriccus_eulophotes,Australaves,PASSERIFORMES,Tyrannidae,Lophotriccus,non-mono
Lophotriccus2,PASSERIFORMES_Tyrannidae_Lophotriccus_pileatus,Australaves,PASSERIFORMES,Tyrannidae,Lophotriccus,non-mono
Lophotriccus3,PASSERIFORMES_Tyrannidae_Lophotriccus_vitiosus,Australaves,PASSERIFORMES,Tyrannidae,Lophotriccus,non-mono
Machetornis,PASSERIFORMES_Tyrannidae_Machetornis_rixosa,Australaves,PASSERIFORMES,Tyrannidae,Machetornis,monotypic
Mecocerculus1,PASSERIFORMES_Tyrannidae_Mecocerculus_calopterus,Australaves,PASSERIFORMES,Tyrannidae,Mecocerculus,non-mono
Mecocerculus2,PASSERIFORMES_Tyrannidae_Mecocerculus_leucophrys,Australaves,PASSERIFORMES,Tyrannidae,Mecocerculus,non-mono
Mecocerculus3,PASSERIFORMES_Tyrannidae_Mecocerculus_minor,Australaves,PASSERIFORMES,Tyrannidae,Mecocerculus,non-mono
Megarynchus,PASSERIFORMES_Tyrannidae_Megarynchus_pitangua,Australaves,PASSERIFORMES,Tyrannidae,Megarynchus,monotypic
Mionectes,PASSERIFORMES_Tyrannidae_Mionectes_macconnelli,Australaves,PASSERIFORMES,Tyrannidae,Mionectes,mono
Mitrephanes,PASSERIFORMES_Tyrannidae_Mitrephanes_olivaceus,Australaves,PASSERIFORMES,Tyrannidae,Mitrephanes,mono
Muscigralla,PASSERIFORMES_Tyrannidae_Muscigralla_brevicauda,Australaves,PASSERIFORMES,Tyrannidae,Muscigralla,monotypic
Muscisaxicola,PASSERIFORMES_Tyrannidae_Muscisaxicola_albifrons,Australaves,PASSERIFORMES,Tyrannidae,Muscisaxicola,mono
Myiarchus,PASSERIFORMES_Tyrannidae_Myiarchus_antillarum,Australaves,PASSERIFORMES,Tyrannidae,Myiarchus,mono
Myiodynastes,PASSERIFORMES_Tyrannidae_Myiodynastes_bairdii,Australaves,PASSERIFORMES,Tyrannidae,Myiodynastes,mono
Myiopagis,PASSERIFORMES_Tyrannidae_Myiopagis_caniceps,Australaves,PASSERIFORMES,Tyrannidae,Myiopagis,mono
Myiophobus1,PASSERIFORMES_Tyrannidae_Myiophobus_cryptoxanthus,Australaves,PASSERIFORMES,Tyrannidae,Myiophobus,non-mono
Myiophobus2,PASSERIFORMES_Tyrannidae_Myiophobus_flavicans,Australaves,PASSERIFORMES,Tyrannidae,Myiophobus,non-mono
Myiornis1,PASSERIFORMES_Tyrannidae_Myiornis_albiventris,Australaves,PASSERIFORMES,Tyrannidae,Myiornis,non-mono
Myiornis2,PASSERIFORMES_Tyrannidae_Myiornis_atricapillus,Australaves,PASSERIFORMES,Tyrannidae,Myiornis,non-mono
Myiotheretes,PASSERIFORMES_Tyrannidae_Myiotheretes_fumigatus,Australaves,PASSERIFORMES,Tyrannidae,Myiotheretes,mono
Myiotriccus,PASSERIFORMES_Tyrannidae_Myiotriccus_ornatus,Australaves,PASSERIFORMES,Tyrannidae,Myiotriccus,monotypic
Myiozetetes,PASSERIFORMES_Tyrannidae_Myiozetetes_cayanensis,Australaves,PASSERIFORMES,Tyrannidae,Myiozetetes,mono
Nengetus,PASSERIFORMES_Tyrannidae_Nengetus_cinereus,Australaves,PASSERIFORMES,Tyrannidae,Nengetus,monotypic
Neopipo,PASSERIFORMES_Tyrannidae_Neopipo_cinnamomea,Australaves,PASSERIFORMES,Tyrannidae,Neopipo,monotypic
Neoxolmis1,PASSERIFORMES_Tyrannidae_Neoxolmis_coronatus,Australaves,PASSERIFORMES,Tyrannidae,Neoxolmis,non-mono
Neoxolmis2,PASSERIFORMES_Tyrannidae_Neoxolmis_rufiventris,Australaves,PASSERIFORMES,Tyrannidae,Neoxolmis,non-mono
Nephelomyias,PASSERIFORMES_Tyrannidae_Nephelomyias_lintoni,Australaves,PASSERIFORMES,Tyrannidae,Nephelomyias,mono
Nesotriccus,PASSERIFORMES_Tyrannidae_Nesotriccus_murinus,Australaves,PASSERIFORMES,Tyrannidae,Nesotriccus,mono
Ochthoeca,PASSERIFORMES_Tyrannidae_Ochthoeca_cinnamomeiventris,Australaves,PASSERIFORMES,Tyrannidae,Ochthoeca,mono
Ochthornis,PASSERIFORMES_Tyrannidae_Ochthornis_littoralis,Australaves,PASSERIFORMES,Tyrannidae,Ochthornis,monotypic
Oncostoma,PASSERIFORMES_Tyrannidae_Oncostoma_cinereigulare,Australaves,PASSERIFORMES,Tyrannidae,Oncostoma,mono
Ornithion,PASSERIFORMES_Tyrannidae_Ornithion_brunneicapillus,Australaves,PASSERIFORMES,Tyrannidae,Ornithion,mono
Phelpsia,PASSERIFORMES_Tyrannidae_Phelpsia_inornata,Australaves,PASSERIFORMES,Tyrannidae,Phelpsia,monotypic
Philohydor,PASSERIFORMES_Tyrannidae_Philohydor_lictor,Australaves,PASSERIFORMES,Tyrannidae,Philohydor,monotypic
Phyllomyias1,PASSERIFORMES_Tyrannidae_Phyllomyias_cinereiceps,Australaves,PASSERIFORMES,Tyrannidae,Phyllomyias,non-mono
Phyllomyias2,PASSERIFORMES_Tyrannidae_Phyllomyias_fasciatus,Australaves,PASSERIFORMES,Tyrannidae,Phyllomyias,non-mono
Phyllomyias3,PASSERIFORMES_Tyrannidae_Phyllomyias_griseocapilla,Australaves,PASSERIFORMES,Tyrannidae,Phyllomyias,non-mono
Phyllomyias4,PASSERIFORMES_Tyrannidae_Phyllomyias_urichi,Australaves,PASSERIFORMES,Tyrannidae,Phyllomyias,non-mono
Phylloscartes1,PASSERIFORMES_Tyrannidae_Phylloscartes_ceciliae,Australaves,PASSERIFORMES,Tyrannidae,Phylloscartes,non-mono
Phylloscartes2,PASSERIFORMES_Tyrannidae_Phylloscartes_difficilis,Australaves,PASSERIFORMES,Tyrannidae,Phylloscartes,non-mono
Phylloscartes3,PASSERIFORMES_Tyrannidae_Phylloscartes_paulista,Australaves,PASSERIFORMES,Tyrannidae,Phylloscartes,non-mono
Piprites,PASSERIFORMES_Tyrannidae_Piprites_chloris,Australaves,PASSERIFORMES,Tyrannidae,Piprites,mono
Pitangus,PASSERIFORMES_Tyrannidae_Pitangus_sulphuratus,Australaves,PASSERIFORMES,Tyrannidae,Pitangus,monotypic
Platyrinchus,PASSERIFORMES_Tyrannidae_Platyrinchus_cancrominus,Australaves,PASSERIFORMES,Tyrannidae,Platyrinchus,mono
Poecilotriccus1,PASSERIFORMES_Tyrannidae_Poecilotriccus_albifacies,Australaves,PASSERIFORMES,Tyrannidae,Poecilotriccus,non-mono
Poecilotriccus2,PASSERIFORMES_Tyrannidae_Poecilotriccus_calopterus,Australaves,PASSERIFORMES,Tyrannidae,Poecilotriccus,non-mono
Poecilotriccus3,PASSERIFORMES_Tyrannidae_Poecilotriccus_senex,Australaves,PASSERIFORMES,Tyrannidae,Poecilotriccus,non-mono
Pogonotriccus1,PASSERIFORMES_Tyrannidae_Pogonotriccus_ophthalmicus,Australaves,PASSERIFORMES,Tyrannidae,Pogonotriccus,non-mono
Pogonotriccus2,PASSERIFORMES_Tyrannidae_Pogonotriccus_orbitalis,Australaves,PASSERIFORMES,Tyrannidae,Pogonotriccus,non-mono
Polystictus1,PASSERIFORMES_Tyrannidae_Polystictus_pectoralis,Australaves,PASSERIFORMES,Tyrannidae,Polystictus,non-mono
Polystictus2,PASSERIFORMES_Tyrannidae_Polystictus_superciliaris,Australaves,PASSERIFORMES,Tyrannidae,Polystictus,non-mono
Pseudelaenia,PASSERIFORMES_Tyrannidae_Pseudelaenia_leucospodia,Australaves,PASSERIFORMES,Tyrannidae,Pseudelaenia,monotypic
Pseudocolopteryx,PASSERIFORMES_Tyrannidae_Pseudocolopteryx_acutipennis,Australaves,PASSERIFORMES,Tyrannidae,Pseudocolopteryx,mono
Pseudotriccus,PASSERIFORMES_Tyrannidae_Pseudotriccus_pelzelni,Australaves,PASSERIFORMES,Tyrannidae,Pseudotriccus,mono
Pyrocephalus,PASSERIFORMES_Tyrannidae_Pyrocephalus_rubinus,Australaves,PASSERIFORMES,Tyrannidae,Pyrocephalus,monotypic
Pyrope,PASSERIFORMES_Tyrannidae_Pyrope_pyrope,Australaves,PASSERIFORMES,Tyrannidae,Pyrope,monotypic
Pyrrhomyias,PASSERIFORMES_Tyrannidae_Pyrrhomyias_cinnamomeus,Australaves,PASSERIFORMES,Tyrannidae,Pyrrhomyias,monotypic
Ramphotrigon,PASSERIFORMES_Tyrannidae_Ramphotrigon_flammulatum,Australaves,PASSERIFORMES,Tyrannidae,Ramphotrigon,mono
Rhynchocyclus,PASSERIFORMES_Tyrannidae_Rhynchocyclus_brevirostris,Australaves,PASSERIFORMES,Tyrannidae,Rhynchocyclus,mono
Rhytipterna1,PASSERIFORMES_Tyrannidae_Rhytipterna_holerythra,Australaves,PASSERIFORMES,Tyrannidae,Rhytipterna,non-mono
Rhytipterna2,PASSERIFORMES_Tyrannidae_Rhytipterna_immunda,Australaves,PASSERIFORMES,Tyrannidae,Rhytipterna,non-mono
Satrapa,PASSERIFORMES_Tyrannidae_Satrapa_icterophrys,Australaves,PASSERIFORMES,Tyrannidae,Satrapa,monotypic
Sayornis,PASSERIFORMES_Tyrannidae_Sayornis_nigricans,Australaves,PASSERIFORMES,Tyrannidae,Sayornis,mono
Serpophaga1,PASSERIFORMES_Tyrannidae_Serpophaga_cinerea,Australaves,PASSERIFORMES,Tyrannidae,Serpophaga,non-mono
Serpophaga2,PASSERIFORMES_Tyrannidae_Serpophaga_subcristata,Australaves,PASSERIFORMES,Tyrannidae,Serpophaga,non-mono
Silvicultrix,PASSERIFORMES_Tyrannidae_Silvicultrix_diadema,Australaves,PASSERIFORMES,Tyrannidae,Silvicultrix,mono
Sirystes,PASSERIFORMES_Tyrannidae_Sirystes_albocinereus,Australaves,PASSERIFORMES,Tyrannidae,Sirystes,mono
Stigmatura,PASSERIFORMES_Tyrannidae_Stigmatura_budytoides,Australaves,PASSERIFORMES,Tyrannidae,Stigmatura,mono
Sublegatus,PASSERIFORMES_Tyrannidae_Sublegatus_arenarum,Australaves,PASSERIFORMES,Tyrannidae,Sublegatus,mono
Suiriri,PASSERIFORMES_Tyrannidae_Suiriri_suiriri,Australaves,PASSERIFORMES,Tyrannidae,Suiriri,monotypic
Syrtidicola,PASSERIFORMES_Tyrannidae_Syrtidicola_fluviatilis,Australaves,PASSERIFORMES,Tyrannidae,Syrtidicola,monotypic
Tachuris,PASSERIFORMES_Tyrannidae_Tachuris_rubrigastra,Australaves,PASSERIFORMES,Tyrannidae,Tachuris,monotypic
Taeniotriccus,PASSERIFORMES_Tyrannidae_Taeniotriccus_andrei,Australaves,PASSERIFORMES,Tyrannidae,Taeniotriccus,monotypic
Todirostrum,PASSERIFORMES_Tyrannidae_Todirostrum_chrysocrotaphum,Australaves,PASSERIFORMES,Tyrannidae,Todirostrum,mono
Tolmomyias,PASSERIFORMES_Tyrannidae_Tolmomyias_assimilis,Australaves,PASSERIFORMES,Tyrannidae,Tolmomyias,mono
Tumbezia,PASSERIFORMES_Tyrannidae_Tumbezia_salvini,Australaves,PASSERIFORMES,Tyrannidae,Tumbezia,monotypic
Tyrannopsis,PASSERIFORMES_Tyrannidae_Tyrannopsis_sulphurea,Australaves,PASSERIFORMES,Tyrannidae,Tyrannopsis,monotypic
Tyrannulus,PASSERIFORMES_Tyrannidae_Tyrannulus_elatus,Australaves,PASSERIFORMES,Tyrannidae,Tyrannulus,monotypic
Tyrannus,PASSERIFORMES_Tyrannidae_Tyrannus_albogularis,Australaves,PASSERIFORMES,Tyrannidae,Tyrannus,mono
Uromyias,PASSERIFORMES_Tyrannidae_Uromyias_agilis,Australaves,PASSERIFORMES,Tyrannidae,Uromyias,mono
Xenotriccus,PASSERIFORMES_Tyrannidae_Xenotriccus_callizonus,Australaves,PASSERIFORMES,Tyrannidae,Xenotriccus,mono
Xolmis,PASSERIFORMES_Tyrannidae_Xolmis_irupero,Australaves,PASSERIFORMES,Tyrannidae,Xolmis,mono
Zimmerius,PASSERIFORMES_Tyrannidae_Zimmerius_acer,Australaves,PASSERIFORMES,Tyrannidae,Zimmerius,mono
Urocynchramus,PASSERIFORMES_Urocynchramidae_Urocynchramus_pylzowi,Australaves,PASSERIFORMES,Urocynchramidae,Urocynchramus,monotypic
Mystacornis,PASSERIFORMES_Vangidae_Mystacornis_crossleyi,Australaves,PASSERIFORMES,Vangidae,Mystacornis,monotypic
Prionops,PASSERIFORMES_Vangidae_Prionops_plumatus,Australaves,PASSERIFORMES,Vangidae,Prionops,monotypic
Tephrodornis,PASSERIFORMES_Vangidae_Tephrodornis_virgatus,Australaves,PASSERIFORMES,Vangidae,Tephrodornis,monotypic
Vidua,PASSERIFORMES_Viduidae_Vidua_regia,Australaves,PASSERIFORMES,Viduidae,Vidua,monotypic
Erpornis,PASSERIFORMES_Vireonidae_Erpornis_zantholeuca,Australaves,PASSERIFORMES,Vireonidae,Erpornis,monotypic
Pteruthius,PASSERIFORMES_Vireonidae_Pteruthius_aeralatus,Australaves,PASSERIFORMES,Vireonidae,Pteruthius,monotypic
Vireo,PASSERIFORMES_Vireonidae_Vireo_solitarius,Australaves,PASSERIFORMES,Vireonidae,Vireo,monotypic
Zeledonia,PASSERIFORMES_Zeledoniidae_Zeledonia_coronata,Australaves,PASSERIFORMES,Zeledoniidae,Zeledonia,monotypic
Staphida,PASSERIFORMES_Zosteropidae_Staphida_everetti,Australaves,PASSERIFORMES,Zosteropidae,Staphida,monotypic
Zosterops,PASSERIFORMES_Zosteropidae_Zosterops_borbonicus,Australaves,PASSERIFORMES,Zosteropidae,Zosterops,mono
Ardea,PELECANIFORMES_Ardeidae_Ardea_herodias,Phaethoquornithes,PELECANIFORMES,Ardeidae,Ardea,monotypic
Cochlearius,PELECANIFORMES_Ardeidae_Cochlearius_cochlearius,Phaethoquornithes,PELECANIFORMES,Ardeidae,Cochlearius,monotypic
Egretta,PELECANIFORMES_Ardeidae_Egretta_garzetta,Phaethoquornithes,PELECANIFORMES,Ardeidae,Egretta,monotypic
Balaeniceps,PELECANIFORMES_Balaenicipitidae_Balaeniceps_rex,Phaethoquornithes,PELECANIFORMES,Balaenicipitidae,Balaeniceps,monotypic
Pelecanus,PELECANIFORMES_Pelecanidae_Pelecanus_crispus,Phaethoquornithes,PELECANIFORMES,Pelecanidae,Pelecanus,mono
Scopus,PELECANIFORMES_Scopidae_Scopus_umbretta,Phaethoquornithes,PELECANIFORMES,Scopidae,Scopus,monotypic
Eudocimus,PELECANIFORMES_Threskiornithidae_Eudocimus_albus,Phaethoquornithes,PELECANIFORMES,Threskiornithidae,Eudocimus,monotypic
Mesembrinibis,PELECANIFORMES_Threskiornithidae_Mesembrinibis_cayennensis,Phaethoquornithes,PELECANIFORMES,Threskiornithidae,Mesembrinibis,monotypic
Nipponia,PELECANIFORMES_Threskiornithidae_Nipponia_nippon,Phaethoquornithes,PELECANIFORMES,Threskiornithidae,Nipponia,monotypic
Platalea,PELECANIFORMES_Threskiornithidae_Platalea_ajaja,Phaethoquornithes,PELECANIFORMES,Threskiornithidae,Platalea,monotypic
Phaethon,PHAETHONTIFORMES_Phaethontidae_Phaethon_lepturus,Phaethoquornithes,PHAETHONTIFORMES,Phaethontidae,Phaethon,mono
Phoenicopterus,PHOENICOPTERIFORMES_Phoenicopteridae_Phoenicopterus_chilensis,Mirandornithes,PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus,mono
Bucco1,PICIFORMES_Bucconidae_Bucco_capensis,Afroaves,PICIFORMES,Bucconidae,Bucco,non-mono
Bucco2,PICIFORMES_Bucconidae_Bucco_macrodactylus,Afroaves,PICIFORMES,Bucconidae,Bucco,non-mono
Malacoptila,PICIFORMES_Bucconidae_Malacoptila_fusca,Afroaves,PICIFORMES,Bucconidae,Malacoptila,monotypic
Nonnula,PICIFORMES_Bucconidae_Nonnula_ruficapilla,Afroaves,PICIFORMES,Bucconidae,Nonnula,monotypic
Capito,PICIFORMES_Capitonidae_Capito_niger,Afroaves,PICIFORMES,Capitonidae,Capito,monotypic
Brachygalba,PICIFORMES_Galbulidae_Brachygalba_albogularis,Afroaves,PICIFORMES,Galbulidae,Brachygalba,monotypic
Galbula,PICIFORMES_Galbulidae_Galbula_albirostris,Afroaves,PICIFORMES,Galbulidae,Galbula,monotypic
Indicator,PICIFORMES_Indicatoridae_Indicator_exilis,Afroaves,PICIFORMES,Indicatoridae,Indicator,mono
Prodotiscus,PICIFORMES_Indicatoridae_Prodotiscus_insignis,Afroaves,PICIFORMES,Indicatoridae,Prodotiscus,monotypic
Pogoniulus,PICIFORMES_Lybiidae_Pogoniulus_bilineatus,Afroaves,PICIFORMES,Lybiidae,Pogoniulus,monotypic
Psilopogon,PICIFORMES_Megalaimidae_Psilopogon_virens,Afroaves,PICIFORMES,Megalaimidae,Psilopogon,monotypic
Blythipicus,PICIFORMES_Picidae_Blythipicus_pyrrhotis,Afroaves,PICIFORMES,Picidae,Blythipicus,monotypic
Campephilus,PICIFORMES_Picidae_Campephilus_guatemalensis,Afroaves,PICIFORMES,Picidae,Campephilus,mono
Campethera,PICIFORMES_Picidae_Campethera_nubica,Afroaves,PICIFORMES,Picidae,Campethera,monotypic
Celeus,PICIFORMES_Picidae_Celeus_castaneus,Afroaves,PICIFORMES,Picidae,Celeus,mono
Chrysocolaptes,PICIFORMES_Picidae_Chrysocolaptes_lucidus,Afroaves,PICIFORMES,Picidae,Chrysocolaptes,monotypic
Chrysophlegma,PICIFORMES_Picidae_Chrysophlegma_mentale,Afroaves,PICIFORMES,Picidae,Chrysophlegma,mono
Colaptes,PICIFORMES_Picidae_Colaptes_auratus,Afroaves,PICIFORMES,Picidae,Colaptes,mono
Dendrocopos,PICIFORMES_Picidae_Dendrocopos_hyperythrus,Afroaves,PICIFORMES,Picidae,Dendrocopos,mono
Dendrocoptes,PICIFORMES_Picidae_Dendrocoptes_medius,Afroaves,PICIFORMES,Picidae,Dendrocoptes,monotypic
Dendropicos,PICIFORMES_Picidae_Dendropicos_elliotii,Afroaves,PICIFORMES,Picidae,Dendropicos,mono
Dinopium,PICIFORMES_Picidae_Dinopium_benghalense,Afroaves,PICIFORMES,Picidae,Dinopium,mono
Dryobates,PICIFORMES_Picidae_Dryobates_minor,Afroaves,PICIFORMES,Picidae,Dryobates,mono
Dryocopus1,PICIFORMES_Picidae_Dryocopus_martius,Afroaves,PICIFORMES,Picidae,Dryocopus,non-mono
Dryocopus2,PICIFORMES_Picidae_Dryocopus_pileatus,Afroaves,PICIFORMES,Picidae,Dryocopus,non-mono
Gecinulus,PICIFORMES_Picidae_Gecinulus_grantia,Afroaves,PICIFORMES,Picidae,Gecinulus,monotypic
Geocolaptes,PICIFORMES_Picidae_Geocolaptes_olivaceus,Afroaves,PICIFORMES,Picidae,Geocolaptes,monotypic
Hemicircus,PICIFORMES_Picidae_Hemicircus_canente,Afroaves,PICIFORMES,Picidae,Hemicircus,monotypic
Jynx,PICIFORMES_Picidae_Jynx_ruficollis,Afroaves,PICIFORMES,Picidae,Jynx,mono
Leuconotopicus,PICIFORMES_Picidae_Leuconotopicus_fumigatus,Afroaves,PICIFORMES,Picidae,Leuconotopicus,monotypic
Meiglyptes,PICIFORMES_Picidae_Meiglyptes_jugularis,Afroaves,PICIFORMES,Picidae,Meiglyptes,mono
Melanerpes1,PICIFORMES_Picidae_Melanerpes_portoricensis,Afroaves,PICIFORMES,Picidae,Melanerpes,non-mono
Melanerpes2,PICIFORMES_Picidae_Melanerpes_striatus,Afroaves,PICIFORMES,Picidae,Melanerpes,non-mono
Micropternus,PICIFORMES_Picidae_Micropternus_brachyurus,Afroaves,PICIFORMES,Picidae,Micropternus,monotypic
Mulleripicus,PICIFORMES_Picidae_Mulleripicus_fulvus,Afroaves,PICIFORMES,Picidae,Mulleripicus,monotypic
Nesoctites,PICIFORMES_Picidae_Nesoctites_micromegas,Afroaves,PICIFORMES,Picidae,Nesoctites,monotypic
Pardipicus,PICIFORMES_Picidae_Pardipicus_caroli,Afroaves,PICIFORMES,Picidae,Pardipicus,mono
Picoides,PICIFORMES_Picidae_Picoides_arcticus,Afroaves,PICIFORMES,Picidae,Picoides,mono
Piculus,PICIFORMES_Picidae_Piculus_chrysochloros,Afroaves,PICIFORMES,Picidae,Piculus,mono
Picumnus,PICIFORMES_Picidae_Picumnus_aurifrons,Afroaves,PICIFORMES,Picidae,Picumnus,mono
Picus,PICIFORMES_Picidae_Picus_canus,Afroaves,PICIFORMES,Picidae,Picus,mono
