taxon,palgalans,nonlb,water,raptor,cor1,alcedin,pici,par+,psit,psitac,sub1,furn1,furn2,furn3,thm1,thm2,sub2,sub3,tyr1,tyr2,tyr3,tyr4,osc1,osc2,osc3
PASSERIFORMES-suboscine_Furnariidae_Synallaxis cherriei,,,,,,,,,,,,1,1,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis courseni,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis frontalis,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis fuscorufa,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis hypochondriaca,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis infuscata,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis kollari,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis maranonica,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis stictothorax,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis brachyura,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis subpudica,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis albigularis,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis albilora,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis cinerascens,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis cinnamomea,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis erythrothorax,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis ruficapilla,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis scutata,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis whitneyi,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis gujanensis,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis zimmeri,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis castanea,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis albescens,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis azarae,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis cabanisi,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis unirufa,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis candei,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis macconnelli,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis hypospodia,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis hellmayri,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis rutilans,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis moesta,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis tithys,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Synallaxis spixi,,,,,,,,,,,,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Euchrepomis sharpei,,,,,,,,,,, , , ,1,1, , , , , , , , , , 
PASSERIFORMES-suboscine_Thamnophilidae_Euchrepomis callinota,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Euchrepomis humeralis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Euchrepomis spodioptila,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmornis torquata,,,,,,,,,,,1,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_pygiptila stellaris,,,,,,,,,,,,1,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnistes anabatinus,,,,,,,,,,,,,1,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Microrhopias quixensis,,,,,,,,,,,,,,1,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Neoctantes niger,,,,,,,,,,,,,,,1,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Clytoctantes alixii,,,,,,,,,,,,,,,1,,1,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Clytoctantes atrogularis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla fjeldsaai,,,,,,,,,,,,,,,1,,,1,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla fulviventris,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla ornata,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla spodionota,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla amazonica,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla leucophthalma,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla gutturalis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Epinecrophylla erythrura,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmorchilus strigilatus,,,,,,,,,,,,,,,1,,,,1,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Aprositornis disjuncta,,,,,,,,,,,,,,,1,,,,,1,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Ammonastes pelzelni,,,,,,,,,,,,,,,1,,,,,,1,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmophylax atrothorax,,,,,,,,,,,,,,,1,1,,,,,,1,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula multostriata,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula urosticta,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula klagesi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula minor,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula sunensis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula fluminensis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula cherriei,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula pacifica,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula grisea,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula iheringi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula snowi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula longicauda,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula menetriesii,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula ambigua,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula sclateri,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula schisticolor,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula assimilis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula ignota,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula brachyura,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula surinamensis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula longipennis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula unicolor,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula axillaris,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmotherula behni,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Terenura maculata,,,,,,,,,,,,,,,1,,,,,,,,1,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmochanes hemileucus,,,,,,,,,,,,,,,1,,,,,,,,,1,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora grantsaui,,,,,,,,,,,,,,,1,,,,,,,,,,1
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora melanogaster,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora rufa,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora iheringi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora erythronotos,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora grisea,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Formicivora littoralis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Stymphalornis acutirostris,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dichrozona cincta,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhopias gularis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Isleria hauxwelli,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Isleria guttata,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnomanes caesius,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnomanes ardesiacus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnomanes saturninus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnomanes schistogynus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Megastictus margaritatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus parkeri,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus roraimae,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus praedictus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus gentryi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus pileatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus atricapillus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus dugandi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus pectoralis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus stictocephalus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus dorsimaculatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus longirostris,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus motacilloides,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus rufimarginatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus sticturus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus stotzi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus sellowi,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Herpsilochmus axillaris,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus leucostictus,,,,,,,,,,,,,,,1,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus xanthopterus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus stictothorax,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus plumbeus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus puncticeps,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus occidentalis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus striaticeps,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Dysithamnus mentalis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus insignis,,,,,,,,,,, , ,  , ,1,1, , , , , , ,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus melanonotus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus nigriceps,,,,,,,,,,,1,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus stictocephalus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus sticturus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus torquatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus zarumae,,,,,,,,,,,,1,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus unicolor,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus aroyae,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus tenuepunctatus,,,,,,,,,,,,,,,,1,1,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus divisorius,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus murinus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus caerulescens,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus cryptoleucus,,,,,,,,,,,,,,,,1,,1,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus pelzelni,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus praecox,,,,,,,,,,,,,,,,1,,,1,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus atrinucha,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus melanothorax,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus bernardi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus ruficapillus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus bridgesi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus punctatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus multistriatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus palliatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus aethiops,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus nigrocinereus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus amazonicus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus schistaceus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus ambiguus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Thamnophilus doliatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Sakesphorus cristatus,,,,,,,,,,,,,1,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Sakesphorus canadensis,,,,,,,,,,,,,,,1,,,,,1,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Sakesphorus luctuosus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Biatas nigropectus,,,,,,,,,,,,,,1,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cymbilaimus lineatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cymbilaimus sanctaemariae,,,,,,,,,,,,,,,1,,,,,,1,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Taraba major,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Mackenziaena severa,,,,,,,,,,,,,,,1,,,,,,,1,,,
PASSERIFORMES-suboscine_Thamnophilidae_Mackenziaena leachii,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Frederickena fulva,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Frederickena unduliger,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Frederickena viridis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypoedaleus guttatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Batara cinerea,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Xenornis setifrons,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Pithys castaneus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Pithys albifrons,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Phaenostictus mcleannani,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Gymnopithys bicolor,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Gymnopithys rufigula,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Gymnopithys leucaspis,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Oneillornis salvini,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Oneillornis lunulatus,,,,,,,,,,,,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhegmatorhina gymnops,,,,,,,,,,,,,,,1,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhegmatorhina cristata,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhegmatorhina hoffmannsi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhegmatorhina melanosticta,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Rhegmatorhina berlepschi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Phlegopsis borbae,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Phlegopsis nigromaculata,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Phlegopsis erythroptera,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Willisornis vidua,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Willisornis poecilinotus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila caudata,,,,,,,,,,,,,,,1,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila ochropyga,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila genei,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila malura,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila rubricollis,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila squamata,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila hellmayri,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila klagesi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila ferruginea,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila striaticeps,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Drymophila devillei,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis rondoni,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis hypoxantha,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis ochrogyna,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis peruviana,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis striata,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis flavescens,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis subflava,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Hypocnemis cantator,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Sciaphylax hemimelaena,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Sciaphylax castanea,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacroides nigrescens,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacroides laeta,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacroides serva,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacroides parkeri,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacroides tyrannina,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra manu,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra nigricans,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra melanaria,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra brasiliana,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra ferdinandi,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra carbonaria,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Cercomacra cinerascens,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmoderus loricatus,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmoderus eowilsoni,,,,,,,,,,,,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Thamnophilidae_Myrmoderus squamosus,,,,,,,,,,,,,,,,1,,,,,,,,,
